date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point,warehouse_zone,damaged_units,reserved_units,inventory_snapshot_quality
2024-06-01,SKU0012,407,14,14,133,B,5,16,Good
2024-06-08,SKU0012,386,29,14,133,D,7,16,Good
2024-06-15,SKU0012,344,18,14,133,C,3,19,Good
2024-06-22,SKU0012,339,16,14,133,A,2,12,Manual Check
2024-06-29,SKU0012,315,27,14,133,C,2,10,Good
2024-07-06,SKU0012,277,19,14,133,A,2,8,Good
2024-07-13,SKU0012,254,19,14,133,C,3,8,Good
2024-07-20,SKU0012,220,21,14,133,A,0,5,Good
2024-07-27,SKU0012,193,20,14,133,C,0,14,Good
2024-08-03,SKU0012,171,32,14,133,A,1,7,Good
2024-08-10,SKU0012,163,16,14,133,A,0,8,Good
2024-08-17,SKU0012,165,13,14,133,B,1,6,Good
2024-08-24,SKU0012,157,25,14,133,C,1,4,Good
2024-08-31,SKU0012,144,22,14,133,C,0,6,Good
2024-09-07,SKU0012,135,16,14,133,A,0,8,Good
2024-09-14,SKU0012,101,227,14,133,C,0,8,Good
2024-09-21,SKU0012,71,173,14,133,A,0,3,Good
2024-09-28,SKU0012,56,222,14,133,D,0,4,Good
2024-10-05,SKU0012,16,18,14,133,C,1,0,Good
2024-10-12,SKU0012,0,20,14,133,D,0,0,Good
2024-10-19,SKU0012,0,21,14,133,A,0,0,Good
2024-10-26,SKU0012,0,22,14,133,B,0,0,Good
2024-11-02,SKU0012,0,24,14,133,D,0,0,Good
2024-11-09,SKU0012,0,248,14,133,C,0,0,Good
2024-11-16,SKU0012,0,17,14,133,A,0,0,Good
2024-11-23,SKU0012,0,153,14,133,A,0,0,Good
2024-11-30,SKU0012,0,202,14,133,C,0,0,Good
2024-12-07,SKU0012,0,235,14,133,D,0,0,Good
2024-12-14,SKU0012,0,18,14,133,C,0,0,Good
2024-12-21,SKU0012,0,192,14,133,B,0,1,Good
2024-12-28,SKU0012,0,18,14,133,C,0,0,Good
2025-01-04,SKU0012,0,160,14,133,B,0,0,Good
2025-01-11,SKU0012,0,28,14,133,B,0,0,Good
2025-01-18,SKU0012,0,226,14,133,D,0,0,Good
2025-01-25,SKU0012,0,282,14,133,D,0,0,Good
2025-02-01,SKU0012,0,210,14,133,B,0,0,Good
2025-02-08,SKU0012,0,266,14,133,B,0,0,Manual Check
2025-02-15,SKU0012,0,136,14,133,C,0,0,Good
2025-02-22,SKU0012,0,204,14,133,A,0,0,Good
2025-03-01,SKU0012,11,114,14,133,C,0,0,Manual Check
2025-03-08,SKU0012,1,135,14,133,D,0,0,Good
2025-03-15,SKU0012,0,141,14,133,B,0,0,Good
2025-03-22,SKU0012,0,168,14,133,B,0,0,Good
2025-03-29,SKU0012,0,223,14,133,A,0,0,Good
2025-04-05,SKU0012,0,234,14,133,A,0,0,Good
2025-04-12,SKU0012,0,154,14,133,D,0,0,Manual Check
2025-04-19,SKU0012,0,245,14,133,C,0,0,Good
2025-04-26,SKU0012,0,195,14,133,C,0,1,Good
2025-05-03,SKU0012,0,118,14,133,B,0,0,Good
2025-05-10,SKU0012,0,157,14,133,B,0,0,Good
2025-05-17,SKU0012,0,24,14,133,A,0,0,Good
2025-05-24,SKU0012,0,206,14,133,D,0,0,Good
2025-05-31,SKU0012,0,20,14,133,A,0,0,Good
2025-06-07,SKU0012,0,27,14,133,D,0,0,Good
2025-06-14,SKU0012,0,207,14,133,C,0,0,Good
2025-06-21,SKU0012,0,204,14,133,D,0,0,Good
2025-06-28,SKU0012,0,151,14,133,C,0,0,Good
2025-07-05,SKU0012,0,24,14,133,D,0,0,Good
2025-07-12,SKU0012,0,22,14,133,C,0,0,Good
2025-07-19,SKU0012,0,20,14,133,B,0,0,Good
2025-07-26,SKU0012,0,15,14,133,C,0,0,Good
2025-08-02,SKU0012,0,234,14,133,D,0,0,Good
2025-08-09,SKU0012,0,25,14,133,D,0,0,Good
2025-08-16,SKU0012,0,259,14,133,B,0,0,Good
2025-08-23,SKU0012,0,17,14,133,D,0,0,Manual Check
2025-08-30,SKU0012,0,236,14,133,C,0,0,Good
2025-09-06,SKU0012,0,22,14,133,B,0,0,Good
2025-09-13,SKU0012,0,16,14,133,C,0,0,Good
2025-09-20,SKU0012,0,23,14,133,B,0,0,Good
2025-09-27,SKU0012,0,191,14,133,D,0,0,Good
2025-10-04,SKU0012,0,17,14,133,D,0,0,Good
2025-10-11,SKU0012,0,26,14,133,B,0,0,Good
2025-10-18,SKU0012,0,224,14,133,D,0,0,Good
2025-10-25,SKU0012,0,181,14,133,D,0,0,Good
2025-11-01,SKU0012,0,158,14,133,B,0,0,Manual Check
2025-11-08,SKU0012,0,96,14,133,D,0,0,Good
2025-11-15,SKU0012,0,20,14,133,B,0,0,Good
2025-11-22,SKU0012,0,9,14,133,C,0,0,Manual Check
2025-11-29,SKU0012,0,29,14,133,D,0,0,Good
2025-12-06,SKU0012,0,25,14,133,B,0,0,Good
2025-12-13,SKU0012,0,164,14,133,D,0,0,Good
2025-12-20,SKU0012,0,17,14,133,B,0,0,Good
2025-12-27,SKU0012,0,19,14,133,A,0,0,Manual Check
2024-06-01,SKU0013,151,168,14,185,A,2,5,Good
2024-06-08,SKU0013,88,32,14,185,C,0,1,Good
2024-06-15,SKU0013,25,32,14,185,B,0,1,Good
2024-06-22,SKU0013,0,27,14,185,A,0,0,Good
2024-06-29,SKU0013,0,248,14,185,C,0,0,Good
2024-07-06,SKU0013,0,30,14,185,C,0,1,Good
2024-07-13,SKU0013,0,185,14,185,C,0,0,Good
2024-07-20,SKU0013,0,148,14,185,C,0,0,Late Update
2024-07-27,SKU0013,0,322,14,185,A,0,0,Good
2024-08-03,SKU0013,0,31,14,185,D,0,0,Good
2024-08-10,SKU0013,0,261,14,185,D,0,0,Good
2024-08-17,SKU0013,0,197,14,185,B,0,0,Good
2024-08-24,SKU0013,0,33,14,185,A,0,0,Good
2024-08-31,SKU0013,0,369,14,185,A,0,0,Good
2024-09-07,SKU0013,0,352,14,185,A,0,0,Late Update
2024-09-14,SKU0013,0,154,14,185,C,0,0,Good
2024-09-21,SKU0013,0,145,14,185,A,0,0,Good
2024-09-28,SKU0013,0,21,14,185,D,0,0,Late Update
2024-10-05,SKU0013,0,184,14,185,D,0,0,Manual Check
2024-10-12,SKU0013,0,272,14,185,C,0,0,Good
2024-10-19,SKU0013,0,249,14,185,A,0,0,Good
2024-10-26,SKU0013,0,23,14,185,D,0,0,Good
2024-11-02,SKU0013,0,30,14,185,C,0,0,Good
2024-11-09,SKU0013,0,137,14,185,A,0,0,Good
2024-11-16,SKU0013,0,37,14,185,B,0,0,Good
2024-11-23,SKU0013,0,231,14,185,B,0,0,Good
2024-11-30,SKU0013,0,22,14,185,C,0,0,Good
2024-12-07,SKU0013,0,37,14,185,C,0,0,Good
2024-12-14,SKU0013,0,288,14,185,B,0,0,Good
2024-12-21,SKU0013,0,199,14,185,D,0,0,Good
2024-12-28,SKU0013,0,20,14,185,D,0,0,Good
2025-01-04,SKU0013,0,24,14,185,B,0,0,Good
2025-01-11,SKU0013,0,374,14,185,A,0,0,Manual Check
2025-01-18,SKU0013,0,28,14,185,D,0,0,Good
2025-01-25,SKU0013,2,232,14,185,B,0,0,Good
2025-02-01,SKU0013,0,27,14,185,B,0,0,Good
2025-02-08,SKU0013,0,37,14,185,D,0,1,Late Update
2025-02-15,SKU0013,0,22,14,185,B,0,0,Good
2025-02-22,SKU0013,0,156,14,185,A,0,0,Late Update
2025-03-01,SKU0013,7,149,14,185,B,0,1,Good
2025-03-08,SKU0013,0,213,14,185,C,0,0,Good
2025-03-15,SKU0013,0,263,14,185,C,0,0,Good
2025-03-22,SKU0013,0,39,14,185,A,0,0,Good
2025-03-29,SKU0013,0,356,14,185,A,0,0,Good
2025-04-05,SKU0013,0,201,14,185,A,0,0,Good
2025-04-12,SKU0013,0,148,14,185,B,0,0,Good
2025-04-19,SKU0013,0,358,14,185,C,0,0,Good
2025-04-26,SKU0013,0,187,14,185,D,0,0,Good
2025-05-03,SKU0013,0,27,14,185,A,0,0,Good
2025-05-10,SKU0013,0,143,14,185,C,0,0,Good
2025-05-17,SKU0013,0,27,14,185,D,0,0,Good
2025-05-24,SKU0013,0,327,14,185,B,0,0,Good
2025-05-31,SKU0013,0,24,14,185,C,0,0,Good
2025-06-07,SKU0013,0,22,14,185,C,0,0,Good
2025-06-14,SKU0013,0,347,14,185,A,0,0,Good
2025-06-21,SKU0013,0,357,14,185,C,0,0,Good
2025-06-28,SKU0013,0,167,14,185,D,0,0,Manual Check
2025-07-05,SKU0013,0,31,14,185,A,0,0,Good
2025-07-12,SKU0013,0,228,14,185,A,0,0,Good
2025-07-19,SKU0013,0,232,14,185,C,0,0,Manual Check
2025-07-26,SKU0013,0,27,14,185,A,0,0,Good
2025-08-02,SKU0013,0,323,14,185,A,0,0,Good
2025-08-09,SKU0013,0,41,14,185,C,0,0,Good
2025-08-16,SKU0013,0,349,14,185,D,0,0,Good
2025-08-23,SKU0013,0,332,14,185,A,0,0,Good
2025-08-30,SKU0013,0,171,14,185,D,0,0,Good
2025-09-06,SKU0013,0,291,14,185,D,0,0,Good
2025-09-13,SKU0013,0,289,14,185,D,0,1,Good
2025-09-20,SKU0013,0,357,14,185,B,0,0,Good
2025-09-27,SKU0013,0,34,14,185,B,0,0,Good
2025-10-04,SKU0013,0,332,14,185,D,0,0,Late Update
2025-10-11,SKU0013,0,304,14,185,C,0,0,Good
2025-10-18,SKU0013,0,21,14,185,A,0,0,Good
2025-10-25,SKU0013,0,221,14,185,B,0,0,Good
2025-11-01,SKU0013,0,20,14,185,D,0,0,Good
2025-11-08,SKU0013,0,134,14,185,C,0,1,Good
2025-11-15,SKU0013,0,286,14,185,D,0,0,Good
2025-11-22,SKU0013,0,22,14,185,B,0,0,Good
2025-11-29,SKU0013,0,31,14,185,A,0,0,Good
2025-12-06,SKU0013,0,23,14,185,D,0,0,Good
2025-12-13,SKU0013,0,153,14,185,B,0,0,Good
2025-12-20,SKU0013,0,225,14,185,B,0,0,Good
2025-12-27,SKU0013,4,164,14,185,C,0,0,Good
2024-06-01,SKU0014,74,120,24,116,C,0,3,Good
2024-06-08,SKU0014,33,15,24,116,A,0,2,Good
2024-06-15,SKU0014,29,52,24,116,A,0,2,Good
2024-06-22,SKU0014,16,134,24,116,C,0,0,Good
2024-06-29,SKU0014,6,126,24,116,A,1,1,Good
2024-07-06,SKU0014,0,122,24,116,C,0,0,Good
2024-07-13,SKU0014,0,10,24,116,C,0,0,Good
2024-07-20,SKU0014,0,10,24,116,A,0,0,Good
2024-07-27,SKU0014,0,14,24,116,D,0,0,Late Update
2024-08-03,SKU0014,0,116,24,116,A,0,0,Good
2024-08-10,SKU0014,1,50,24,116,C,0,0,Good
2024-08-17,SKU0014,0,11,24,116,C,0,0,Good
2024-08-24,SKU0014,0,11,24,116,B,0,1,Good
2024-08-31,SKU0014,1,106,24,116,A,0,0,Good
2024-09-07,SKU0014,0,93,24,116,C,0,0,Late Update
2024-09-14,SKU0014,0,10,24,116,D,0,0,Manual Check
2024-09-21,SKU0014,0,5,24,116,A,0,0,Good
2024-09-28,SKU0014,0,12,24,116,C,0,0,Good
2024-10-05,SKU0014,0,16,24,116,A,0,0,Good
2024-10-12,SKU0014,0,11,24,116,A,0,0,Good
2024-10-19,SKU0014,0,10,24,116,A,0,0,Manual Check
2024-10-26,SKU0014,0,12,24,116,B,0,0,Good
2024-11-02,SKU0014,0,12,24,116,B,0,0,Good
2024-11-09,SKU0014,0,139,24,116,A,0,0,Good
2024-11-16,SKU0014,0,12,24,116,B,0,0,Good
2024-11-23,SKU0014,0,96,24,116,B,0,0,Manual Check
2024-11-30,SKU0014,0,8,24,116,B,0,0,Good
2024-12-07,SKU0014,0,8,24,116,C,0,0,Good
2024-12-14,SKU0014,0,14,24,116,D,0,0,Good
2024-12-21,SKU0014,0,113,24,116,D,0,0,Good
2024-12-28,SKU0014,6,6,24,116,A,0,0,Manual Check
2025-01-04,SKU0014,0,113,24,116,C,0,0,Good
2025-01-11,SKU0014,1,9,24,116,A,0,0,Good
2025-01-18,SKU0014,0,8,24,116,C,0,0,Manual Check
2025-01-25,SKU0014,0,9,24,116,B,0,0,Good
2025-02-01,SKU0014,0,125,24,116,A,0,1,Good
2025-02-08,SKU0014,0,73,24,116,A,0,0,Good
2025-02-15,SKU0014,8,122,24,116,B,0,1,Late Update
2025-02-22,SKU0014,8,75,24,116,D,0,0,Good
2025-03-01,SKU0014,15,53,24,116,A,1,1,Late Update
2025-03-08,SKU0014,7,92,24,116,A,0,1,Manual Check
2025-03-15,SKU0014,1,111,24,116,B,0,0,Manual Check
2025-03-22,SKU0014,5,71,24,116,B,1,0,Good
2025-03-29,SKU0014,0,12,24,116,C,0,0,Good
2025-04-05,SKU0014,0,103,24,116,D,0,1,Good
2025-04-12,SKU0014,0,132,24,116,A,0,0,Good
2025-04-19,SKU0014,0,102,24,116,A,0,0,Late Update
2025-04-26,SKU0014,0,71,24,116,C,0,0,Good
2025-05-03,SKU0014,0,10,24,116,C,0,0,Good
2025-05-10,SKU0014,5,60,24,116,D,0,0,Good
2025-05-17,SKU0014,0,98,24,116,C,0,0,Good
2025-05-24,SKU0014,3,131,24,116,D,0,0,Manual Check
2025-05-31,SKU0014,2,59,24,116,B,0,0,Good
2025-06-07,SKU0014,0,104,24,116,C,0,1,Late Update
2025-06-14,SKU0014,0,121,24,116,C,0,0,Good
2025-06-21,SKU0014,0,9,24,116,B,0,0,Good
2025-06-28,SKU0014,0,13,24,116,C,0,0,Good
2025-07-05,SKU0014,0,107,24,116,A,0,0,Manual Check
2025-07-12,SKU0014,0,133,24,116,D,0,1,Good
2025-07-19,SKU0014,0,9,24,116,B,0,0,Good
2025-07-26,SKU0014,0,128,24,116,B,0,0,Late Update
2025-08-02,SKU0014,0,49,24,116,D,0,0,Good
2025-08-09,SKU0014,0,15,24,116,C,0,0,Good
2025-08-16,SKU0014,0,12,24,116,B,0,0,Good
2025-08-23,SKU0014,0,60,24,116,C,0,0,Good
2025-08-30,SKU0014,0,8,24,116,A,0,0,Good
2025-09-06,SKU0014,0,128,24,116,C,0,0,Good
2025-09-13,SKU0014,0,51,24,116,C,0,0,Good
2025-09-20,SKU0014,0,3,24,116,C,0,0,Good
2025-09-27,SKU0014,0,74,24,116,A,0,0,Manual Check
2025-10-04,SKU0014,0,6,24,116,A,0,0,Good
2025-10-11,SKU0014,0,9,24,116,D,0,0,Good
2025-10-18,SKU0014,0,12,24,116,D,0,0,Good
2025-10-25,SKU0014,0,9,24,116,B,0,0,Manual Check
2025-11-01,SKU0014,0,104,24,116,D,0,0,Good
2025-11-08,SKU0014,0,10,24,116,A,0,0,Good
2025-11-15,SKU0014,0,126,24,116,A,0,0,Good
2025-11-22,SKU0014,0,14,24,116,D,0,0,Good
2025-11-29,SKU0014,0,89,24,116,B,0,1,Good
2025-12-06,SKU0014,0,9,24,116,A,0,0,Good
2025-12-13,SKU0014,0,139,24,116,C,0,0,Manual Check
2025-12-20,SKU0014,2,59,24,116,B,0,0,Good
2025-12-27,SKU0014,0,98,24,116,B,0,0,Good
2024-06-01,SKU0015,346,29,11,90,B,2,16,Good
2024-06-08,SKU0015,368,10,11,90,C,3,12,Manual Check
2024-06-15,SKU0015,387,15,11,90,B,2,20,Good
2024-06-22,SKU0015,406,18,11,90,A,4,16,Good
2024-06-29,SKU0015,426,17,11,90,B,3,20,Good
2024-07-06,SKU0015,456,24,11,90,A,7,21,Good
2024-07-13,SKU0015,468,19,11,90,B,5,27,Good
2024-07-20,SKU0015,492,16,11,90,D,1,27,Good
2024-07-27,SKU0015,511,23,11,90,D,2,21,Good
2024-08-03,SKU0015,528,21,11,90,B,0,26,Good
2024-08-10,SKU0015,553,20,11,90,D,7,19,Good
2024-08-17,SKU0015,576,18,11,90,B,3,18,Good
2024-08-24,SKU0015,597,24,11,90,B,3,27,Late Update
2024-08-31,SKU0015,615,16,11,90,D,2,24,Good
2024-09-07,SKU0015,642,26,11,90,D,5,42,Good
2024-09-14,SKU0015,661,18,11,90,A,4,36,Good
2024-09-21,SKU0015,676,25,11,90,A,2,37,Good
2024-09-28,SKU0015,694,29,11,90,A,5,30,Good
2024-10-05,SKU0015,712,22,11,90,B,2,23,Good
2024-10-12,SKU0015,730,22,11,90,A,4,41,Good
2024-10-19,SKU0015,742,15,11,90,A,5,31,Good
2024-10-26,SKU0015,760,26,11,90,D,4,35,Good
2024-11-02,SKU0015,781,23,11,90,C,13,43,Good
2024-11-09,SKU0015,801,23,11,90,B,6,37,Good
2024-11-16,SKU0015,816,18,11,90,A,10,32,Good
2024-11-23,SKU0015,833,23,11,90,A,10,37,Good
2024-11-30,SKU0015,848,20,11,90,A,4,50,Good
2024-12-07,SKU0015,864,14,11,90,D,6,39,Good
2024-12-14,SKU0015,881,13,11,90,D,8,26,Good
2024-12-21,SKU0015,901,12,11,90,D,7,34,Good
2024-12-28,SKU0015,920,20,11,90,D,11,45,Good
2025-01-04,SKU0015,939,16,11,90,A,4,40,Good
2025-01-11,SKU0015,955,18,11,90,B,7,45,Good
2025-01-18,SKU0015,975,13,11,90,C,7,39,Good
2025-01-25,SKU0015,992,25,11,90,B,9,42,Late Update
2025-02-01,SKU0015,1009,14,11,90,B,5,46,Good
2025-02-08,SKU0015,1011,15,11,90,C,7,45,Good
2025-02-15,SKU0015,1003,14,11,90,D,8,40,Good
2025-02-22,SKU0015,1001,23,11,90,B,11,39,Good
2025-03-01,SKU0015,995,18,11,90,B,4,33,Good
2025-03-08,SKU0015,981,22,11,90,B,4,48,Manual Check
2025-03-15,SKU0015,966,27,11,90,C,8,46,Good
2025-03-22,SKU0015,970,17,11,90,B,11,58,Late Update
2025-03-29,SKU0015,971,20,11,90,D,11,41,Manual Check
2025-04-05,SKU0015,963,20,11,90,A,9,57,Good
2025-04-12,SKU0015,931,20,11,90,A,11,42,Good
2025-04-19,SKU0015,918,17,11,90,D,9,44,Manual Check
2025-04-26,SKU0015,905,22,11,90,A,6,37,Good
2025-05-03,SKU0015,897,18,11,90,B,8,44,Good
2025-05-10,SKU0015,892,21,11,90,B,4,42,Good
2025-05-17,SKU0015,881,18,11,90,B,13,45,Good
2025-05-24,SKU0015,880,21,11,90,B,4,41,Good
2025-05-31,SKU0015,878,16,11,90,B,8,32,Good
2025-06-07,SKU0015,839,16,11,90,D,6,46,Good
2025-06-14,SKU0015,810,22,11,90,A,4,44,Manual Check
2025-06-21,SKU0015,771,29,11,90,B,3,30,Good
2025-06-28,SKU0015,748,32,11,90,B,2,26,Good
2025-07-05,SKU0015,733,20,11,90,D,12,37,Good
2025-07-12,SKU0015,698,19,11,90,D,4,29,Good
2025-07-19,SKU0015,642,24,11,90,B,4,35,Manual Check
2025-07-26,SKU0015,628,28,11,90,B,3,29,Good
2025-08-02,SKU0015,616,26,11,90,C,4,22,Good
2025-08-09,SKU0015,607,15,11,90,A,3,23,Manual Check
2025-08-16,SKU0015,572,17,11,90,C,5,21,Good
2025-08-23,SKU0015,558,25,11,90,A,11,26,Good
2025-08-30,SKU0015,534,21,11,90,A,4,32,Good
2025-09-06,SKU0015,504,31,11,90,B,6,26,Late Update
2025-09-13,SKU0015,484,20,11,90,C,4,27,Late Update
2025-09-20,SKU0015,459,23,11,90,B,2,25,Good
2025-09-27,SKU0015,442,15,11,90,A,5,21,Good
2025-10-04,SKU0015,411,23,11,90,A,0,15,Good
2025-10-11,SKU0015,349,12,11,90,A,2,13,Good
2025-10-18,SKU0015,303,23,11,90,C,2,16,Good
2025-10-25,SKU0015,268,22,11,90,D,1,11,Good
2025-11-01,SKU0015,268,22,11,90,D,3,11,Good
2025-11-08,SKU0015,231,22,11,90,D,3,13,Good
2025-11-15,SKU0015,207,20,11,90,C,0,11,Late Update
2025-11-22,SKU0015,175,25,11,90,C,3,9,Good
2025-11-29,SKU0015,162,24,11,90,C,2,9,Good
2025-12-06,SKU0015,122,20,11,90,A,0,8,Good
2025-12-13,SKU0015,97,23,11,90,B,1,5,Good
2025-12-20,SKU0015,79,15,11,90,B,1,2,Good
2025-12-27,SKU0015,60,18,11,90,A,0,2,Good
2024-06-01,SKU0016,193,12,8,49,D,1,8,Good
2024-06-08,SKU0016,173,12,8,49,A,2,11,Good
2024-06-15,SKU0016,168,9,8,49,A,2,12,Good
2024-06-22,SKU0016,168,15,8,49,A,1,3,Manual Check
2024-06-29,SKU0016,154,17,8,49,A,0,4,Good
2024-07-06,SKU0016,147,11,8,49,D,0,6,Good
2024-07-13,SKU0016,126,10,8,49,C,0,4,Good
2024-07-20,SKU0016,121,11,8,49,C,4,7,Good
2024-07-27,SKU0016,102,5,8,49,B,2,2,Good
2024-08-03,SKU0016,82,12,8,49,A,0,5,Manual Check
2024-08-10,SKU0016,64,19,8,49,D,0,3,Good
2024-08-17,SKU0016,59,9,8,49,D,2,2,Good
2024-08-24,SKU0016,53,9,8,49,B,0,0,Good
2024-08-31,SKU0016,55,10,8,49,D,0,2,Good
2024-09-07,SKU0016,42,93,8,49,C,2,3,Good
2024-09-14,SKU0016,31,15,8,49,A,0,3,Manual Check
2024-09-21,SKU0016,24,13,8,49,D,0,1,Good
2024-09-28,SKU0016,19,119,8,49,B,0,0,Good
2024-10-05,SKU0016,3,10,8,49,B,0,0,Good
2024-10-12,SKU0016,0,60,8,49,D,0,1,Good
2024-10-19,SKU0016,0,87,8,49,C,0,0,Good
2024-10-26,SKU0016,0,7,8,49,B,0,0,Good
2024-11-02,SKU0016,0,16,8,49,D,0,0,Good
2024-11-09,SKU0016,0,159,8,49,A,0,0,Good
2024-11-16,SKU0016,0,15,8,49,A,0,0,Good
2024-11-23,SKU0016,0,12,8,49,D,0,0,Good
2024-11-30,SKU0016,0,12,8,49,B,0,0,Good
2024-12-07,SKU0016,0,79,8,49,D,0,0,Good
2024-12-14,SKU0016,0,140,8,49,A,0,0,Manual Check
2024-12-21,SKU0016,0,12,8,49,B,0,0,Good
2024-12-28,SKU0016,1,79,8,49,B,0,0,Late Update
2025-01-04,SKU0016,0,160,8,49,A,0,0,Good
2025-01-11,SKU0016,0,152,8,49,C,0,0,Late Update
2025-01-18,SKU0016,0,13,8,49,B,0,0,Good
2025-01-25,SKU0016,0,71,8,49,C,0,0,Good
2025-02-01,SKU0016,0,56,8,49,B,0,0,Good
2025-02-08,SKU0016,0,97,8,49,C,0,0,Manual Check
2025-02-15,SKU0016,0,96,8,49,C,0,0,Good
2025-02-22,SKU0016,2,83,8,49,D,0,0,Good
2025-03-01,SKU0016,0,111,8,49,D,0,0,Manual Check
2025-03-08,SKU0016,0,10,8,49,D,0,0,Good
2025-03-15,SKU0016,0,120,8,49,B,0,0,Good
2025-03-22,SKU0016,6,14,8,49,B,0,0,Good
2025-03-29,SKU0016,0,164,8,49,D,0,0,Good
2025-04-05,SKU0016,0,10,8,49,B,0,0,Good
2025-04-12,SKU0016,1,78,8,49,D,0,0,Good
2025-04-19,SKU0016,0,23,8,49,B,0,0,Good
2025-04-26,SKU0016,0,7,8,49,A,0,0,Good
2025-05-03,SKU0016,0,165,8,49,D,0,0,Good
2025-05-10,SKU0016,0,10,8,49,D,0,0,Good
2025-05-17,SKU0016,0,159,8,49,B,0,0,Late Update
2025-05-24,SKU0016,0,66,8,49,C,0,0,Good
2025-05-31,SKU0016,9,145,8,49,A,0,1,Good
2025-06-07,SKU0016,0,69,8,49,B,0,0,Good
2025-06-14,SKU0016,0,151,8,49,C,0,0,Good
2025-06-21,SKU0016,0,158,8,49,B,0,0,Good
2025-06-28,SKU0016,0,136,8,49,A,0,0,Good
2025-07-05,SKU0016,0,143,8,49,A,0,0,Good
2025-07-12,SKU0016,0,166,8,49,C,0,0,Good
2025-07-19,SKU0016,0,128,8,49,A,0,0,Good
2025-07-26,SKU0016,0,17,8,49,A,0,0,Good
2025-08-02,SKU0016,0,154,8,49,A,0,0,Good
2025-08-09,SKU0016,0,11,8,49,D,0,0,Good
2025-08-16,SKU0016,0,8,8,49,C,0,0,Good
2025-08-23,SKU0016,0,14,8,49,B,0,0,Good
2025-08-30,SKU0016,0,59,8,49,A,0,0,Good
2025-09-06,SKU0016,0,117,8,49,B,0,0,Good
2025-09-13,SKU0016,0,145,8,49,A,0,0,Good
2025-09-20,SKU0016,0,110,8,49,C,0,0,Manual Check
2025-09-27,SKU0016,0,11,8,49,A,0,0,Good
2025-10-04,SKU0016,0,62,8,49,A,0,0,Late Update
2025-10-11,SKU0016,0,127,8,49,C,0,0,Good
2025-10-18,SKU0016,0,119,8,49,C,0,0,Good
2025-10-25,SKU0016,0,13,8,49,D,0,0,Good
2025-11-01,SKU0016,0,86,8,49,D,0,1,Good
2025-11-08,SKU0016,0,105,8,49,C,0,0,Good
2025-11-15,SKU0016,0,113,8,49,C,0,0,Manual Check
2025-11-22,SKU0016,0,16,8,49,B,0,0,Good
2025-11-29,SKU0016,0,10,8,49,B,0,0,Good
2025-12-06,SKU0016,0,137,8,49,B,0,0,Good
2025-12-13,SKU0016,0,10,8,49,C,0,0,Good
2025-12-20,SKU0016,0,7,8,49,D,0,0,Good
2025-12-27,SKU0016,1,127,8,49,B,0,0,Good
2024-06-01,SKU0017,129,13,13,66,D,2,7,Good
2024-06-08,SKU0017,142,16,13,66,D,1,6,Good
2024-06-15,SKU0017,155,8,13,66,D,1,6,Good
2024-06-22,SKU0017,164,12,13,66,D,3,6,Manual Check
2024-06-29,SKU0017,176,15,13,66,A,0,9,Good
2024-07-06,SKU0017,187,9,13,66,B,0,11,Good
2024-07-13,SKU0017,196,13,13,66,A,1,6,Good
2024-07-20,SKU0017,209,10,13,66,A,1,10,Good
2024-07-27,SKU0017,217,8,13,66,C,0,4,Good
2024-08-03,SKU0017,222,6,13,66,D,1,5,Good
2024-08-10,SKU0017,230,15,13,66,A,1,10,Good
2024-08-17,SKU0017,246,11,13,66,D,0,16,Good
2024-08-24,SKU0017,257,14,13,66,A,2,13,Good
2024-08-31,SKU0017,264,9,13,66,B,6,9,Good
2024-09-07,SKU0017,275,15,13,66,B,2,11,Good
2024-09-14,SKU0017,284,9,13,66,A,2,12,Good
2024-09-21,SKU0017,299,12,13,66,D,4,11,Good
2024-09-28,SKU0017,305,7,13,66,D,3,9,Good
2024-10-05,SKU0017,312,11,13,66,A,4,9,Late Update
2024-10-12,SKU0017,323,13,13,66,A,0,15,Good
2024-10-19,SKU0017,328,8,13,66,C,3,16,Good
2024-10-26,SKU0017,338,8,13,66,C,3,16,Good
2024-11-02,SKU0017,348,12,13,66,A,1,14,Good
2024-11-09,SKU0017,362,13,13,66,C,6,22,Good
2024-11-16,SKU0017,374,14,13,66,D,3,18,Good
2024-11-23,SKU0017,388,7,13,66,B,3,17,Good
2024-11-30,SKU0017,400,6,13,66,A,4,23,Good
2024-12-07,SKU0017,413,6,13,66,A,3,17,Good
2024-12-14,SKU0017,423,8,13,66,C,0,18,Good
2024-12-21,SKU0017,435,14,13,66,C,1,25,Manual Check
2024-12-28,SKU0017,444,14,13,66,A,5,14,Good
2025-01-04,SKU0017,456,13,13,66,D,3,16,Good
2025-01-11,SKU0017,471,13,13,66,C,2,16,Good
2025-01-18,SKU0017,485,6,13,66,B,3,17,Good
2025-01-25,SKU0017,490,13,13,66,A,5,24,Good
2025-02-01,SKU0017,485,8,13,66,C,3,22,Late Update
2025-02-08,SKU0017,476,12,13,66,D,1,19,Good
2025-02-15,SKU0017,466,12,13,66,A,7,20,Good
2025-02-22,SKU0017,470,16,13,66,D,3,17,Good
2025-03-01,SKU0017,469,10,13,66,A,4,22,Good
2025-03-08,SKU0017,462,11,13,66,D,5,23,Good
2025-03-15,SKU0017,463,11,13,66,C,4,15,Good
2025-03-22,SKU0017,457,13,13,66,C,5,27,Manual Check
